Fri Jan 23 19:32:26 MSK 2026,22.2,31.0
Fri Jan 23 19:32:28 MSK 2026,22.2,33.0
Fri Jan 23 19:32:30 MSK 2026,22.2,43.0
Fri Jan 23 19:32:32 MSK 2026,22.6,49.0
Fri Jan 23 19:32:34 MSK 2026,22.8,50.0
Fri Jan 23 19:32:36 MSK 2026,23.0,52.0
Fri Jan 23 19:32:38 MSK 2026,23.0,52.0
Fri Jan 23 19:32:40 MSK 2026,23.0,52.0
Fri Jan 23 19:32:42 MSK 2026,23.0,52.0
Fri Jan 23 19:32:44 MSK 2026,23.0,52.0
Fri Jan 23 19:32:46 MSK 2026,23.0,51.0
Fri Jan 23 19:32:48 MSK 2026,23.0,50.0
